source,league.year,league.name,ident,game.date,game.number,away.name,away.score,home.name,home.score,game.ref
boxscores/1911/1911-THN,1911,Kansas State League,0514-larned-wellington-0,19110514,0,Larned,4,Wellington,2,WNRGDPL
boxscores/1911/1911-THN,1911,Kansas State League,0515-eldorado-greatbend-0,19110515,0,Great Bend,12,El Dorado,3,QQHDHPK
boxscores/1911/1911-THN,1911,Kansas State League,0515-larned-wellington-0,19110515,0,Wellington,2,Larned,6,SNYPCBP
boxscores/1911/1911-THN,1911,Kansas State League,0515-hutchinson-lyons-0,19110515,0,Hutchinson,4,Lyons,7,PHRTSJY
boxscores/1911/1911-THN,1911,Kansas State League,0515-mcpherson-newton-0,19110515,0,Newton,4,McPherson,5,HPVWGGV
boxscores/1911/1911-THN,1911,Kansas State League,0516-eldorado-greatbend-0,19110516,0,Great Bend,2,El Dorado,4,XRQBYGV
boxscores/1911/1911-THN,1911,Kansas State League,0516-hutchinson-lyons-0,19110516,0,Hutchinson,4,Lyons,3,MYBDKTC
boxscores/1911/1911-THN,1911,Kansas State League,0516-mcpherson-newton-0,19110516,0,Newton,3,McPherson,1,WCWDCBQ
boxscores/1911/1911-THN,1911,Kansas State League,0516-larned-wellington-0,19110516,0,Larned,4,Wellington,1,SRXSCXY
boxscores/1911/1911-THN,1911,Kansas State League,0517-greatbend-newton-0,19110517,0,Newton,5,Great Bend,6,DYGDNSK
boxscores/1911/1911-THN,1911,Kansas State League,0517-hutchinson-larned-0,19110517,0,Hutchinson,2,Larned,3,THFYXTN
boxscores/1911/1911-THN,1911,Kansas State League,0517-eldorado-lyons-0,19110517,0,El Dorado,5,Lyons,4,ZYGMKYT
boxscores/1911/1911-THN,1911,Kansas State League,0517-mcpherson-wellington-0,19110517,0,Wellington,2,McPherson,3,KPXDRHP
boxscores/1911/1911-THN,1911,Kansas State League,0518-greatbend-newton-0,19110518,0,Newton,8,Great Bend,2,XVFNLNW
boxscores/1911/1911-THN,1911,Kansas State League,0518-hutchinson-larned-0,19110518,0,Hutchinson,8,Larned,11,DCQRFCJ
boxscores/1911/1911-THN,1911,Kansas State League,0518-eldorado-lyons-0,19110518,0,El Dorado,7,Lyons,6,WWGNBMM
boxscores/1911/1911-THN,1911,Kansas State League,0518-mcpherson-wellington-0,19110518,0,Wellington,5,McPherson,2,YVGFFSW
boxscores/1911/1911-THN,1911,Kansas State League,0519-greatbend-newton-0,19110519,0,Newton,7,Great Bend,13,BGQQTPJ
boxscores/1911/1911-THN,1911,Kansas State League,0519-hutchinson-larned-0,19110519,0,Hutchinson,6,Larned,3,DBVGKQW
boxscores/1911/1911-THN,1911,Kansas State League,0519-eldorado-lyons-0,19110519,0,El Dorado,7,Lyons,3,BVNTVPV
boxscores/1911/1911-THN,1911,Kansas State League,0519-mcpherson-wellington-0,19110519,0,Wellington,10,McPherson,7,FQPKJFR
boxscores/1911/1911-THN,1911,Kansas State League,0520-greatbend-mcpherson-0,19110520,0,McPherson,13,Great Bend,6,WTPZHBB
boxscores/1911/1911-THN,1911,Kansas State League,0520-hutchinson-wellington-0,19110520,0,Wellington,11,Hutchinson,13,JGHKKBB
boxscores/1911/1911-THN,1911,Kansas State League,0520-larned-lyons-0,19110520,0,Lyons,3,Larned,4,BXDTFVR
boxscores/1911/1911-THN,1911,Kansas State League,0520-eldorado-newton-0,19110520,0,El Dorado,3,Newton,4,DCMRZJJ
boxscores/1911/1911-THN,1911,Kansas State League,0521-greatbend-mcpherson-0,19110521,0,McPherson,,Great Bend,,BWGFNJW
boxscores/1911/1911-THN,1911,Kansas State League,0521-hutchinson-wellington-0,19110521,0,Wellington,8,Hutchinson,4,ZYKGWZS
boxscores/1911/1911-THN,1911,Kansas State League,0521-larned-lyons-0,19110521,0,Lyons,,Larned,,JLJMJBQ
boxscores/1911/1911-THN,1911,Kansas State League,0521-eldorado-newton-0,19110521,0,El Dorado,2,Newton,7,FKBTSKP
boxscores/1911/1911-THN,1911,Kansas State League,0522-greatbend-mcpherson-0,19110522,0,McPherson,0,Great Bend,1,LQLTZQY
boxscores/1911/1911-THN,1911,Kansas State League,0522-hutchinson-wellington-0,19110522,0,Wellington,6,Hutchinson,7,DCWQGMK
boxscores/1911/1911-THN,1911,Kansas State League,0522-larned-lyons-0,19110522,0,Lyons,,Larned,,VLBZJPN
boxscores/1911/1911-THN,1911,Kansas State League,0522-eldorado-newton-0,19110522,0,El Dorado,3,Newton,4,JQGWFBC
boxscores/1911/1911-THN,1911,Kansas State League,0523-eldorado-newton-0,19110523,0,Newton,9,El Dorado,6,GXCKBDR
boxscores/1911/1911-THN,1911,Kansas State League,0523-larned-lyons-0,19110523,0,Larned,7,Lyons,3,THPLRFT
boxscores/1911/1911-THN,1911,Kansas State League,0523-greatbend-mcpherson-0,19110523,0,Great Bend,6,McPherson,7,BCDYGBW
boxscores/1911/1911-THN,1911,Kansas State League,0523-hutchinson-wellington-0,19110523,0,Hutchinson,1,Wellington,15,CTCZGPV
boxscores/1911/1911-THN,1911,Kansas State League,0524-eldorado-newton-0,19110524,0,Newton,5,El Dorado,7,DRCRDYV
boxscores/1911/1911-THN,1911,Kansas State League,0524-larned-lyons-0,19110524,0,Larned,0,Lyons,10,HYXRZFQ
boxscores/1911/1911-THN,1911,Kansas State League,0524-greatbend-mcpherson-0,19110524,0,Great Bend,1,McPherson,0,LHVWPZS
boxscores/1911/1911-THN,1911,Kansas State League,0524-hutchinson-wellington-0,19110524,0,Hutchinson,12,Wellington,14,HNXJKLZ
boxscores/1911/1911-THN,1911,Kansas State League,0525-eldorado-newton-0,19110525,0,Newton,10,El Dorado,8,DRVYTYB
boxscores/1911/1911-THN,1911,Kansas State League,0525-larned-lyons-0,19110525,0,Larned,0,Lyons,5,JVVFSVF
boxscores/1911/1911-THN,1911,Kansas State League,0525-greatbend-mcpherson-0,19110525,0,Great Bend,2,McPherson,3,YVDKZVV
boxscores/1911/1911-THN,1911,Kansas State League,0525-hutchinson-wellington-0,19110525,0,Hutchinson,6,Wellington,4,BVJZMVZ
boxscores/1911/1911-THN,1911,Kansas State League,0526-eldorado-mcpherson-0,19110526,0,McPherson,1,El Dorado,4,KHQNMKR
boxscores/1911/1911-THN,1911,Kansas State League,0526-hutchinson-larned-0,19110526,0,Larned,8,Hutchinson,9,TVXGGXH
boxscores/1911/1911-THN,1911,Kansas State League,0526-greatbend-newton-0,19110526,0,Great Bend,4,Newton,5,QJHDNHW
boxscores/1911/1911-THN,1911,Kansas State League,0526-lyons-wellington-0,19110526,0,Lyons,8,Wellington,11,RRGZWLM
boxscores/1911/1911-THG,1911,Kansas State League,0527-eldorado-mcpherson-0,19110527,0,McPherson,,El Dorado,,YDHGKKL
boxscores/1911/1911-THN,1911,Kansas State League,0527-hutchinson-larned-0,19110527,0,Larned,4,Hutchinson,6,XFSMTCV
boxscores/1911/1911-THN,1911,Kansas State League,0527-greatbend-newton-0,19110527,0,Great Bend,2,Newton,7,XQNVTFT
boxscores/1911/1911-THG,1911,Kansas State League,0527-lyons-wellington-0,19110527,0,Lyons,,Wellington,,SCFLXFS
boxscores/1911/1911-THN,1911,Kansas State League,0531-greatbend-wellington-0,19110531,0,Wellington,1,Great Bend,3,LVYZKRC
boxscores/1911/1911-THN,1911,Kansas State League,0531-eldorado-larned-0,19110531,0,El Dorado,4,Larned,3,GNZJXHC
boxscores/1911/1911-THN,1911,Kansas State League,0531-lyons-newton-0,19110531,0,Newton,5,Lyons,7,JBDHBYR
boxscores/1911/1911-THN,1911,Kansas State League,0531-hutchinson-mcpherson-0,19110531,0,Hutchinson,1,McPherson,2,PTMKTDR
